"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
2,0,2,1016,508,0,48,32.5,0,0,1054.73,0,0,1.03812007874016,0,"United Kingdom","0",17,0.32,0.53,0.56
1,0,1,376,376,0,23,23,0,0,475.24,0,0,1.26393617021277,0,"United Kingdom","0",38,0.55,0.25,0.56
1,0,1,177,177,0,12,12,0,0,151.3,0,0,0.854802259887006,0,"United Kingdom","0",38,0.54,0.25,0.56
1,0,1,21,21,0,2,2,0,0,78.75,0,0,3.75,0,"United Kingdom","0",38,0.55,0.25,0.56
1,0,1,50,50,0,6,6,0,0,108.98,0,0,2.1796,0,"United Kingdom","0",38,0.54,0.25,0.56
2,0,2,351,175.5,0,18,11,0,0,839.03,0,0,2.39039886039886,0,"United Kingdom","0",11,0.24,0.53,0.56
1,0,1,214,214,0,17,17,0,0,329.37,0,0,1.53911214953271,0,"United Kingdom","0",38,0.54,0.26,0.57
2,0,2,486,243,0,36,19,0,0,558.96,0,0,1.15012345679012,0,"United Kingdom","0",2,0.07,0.53,0.57
1,0,1,264,264,0,23,23,0,0,325.91,0,0,1.23450757575758,0,"United Kingdom","1",38,0.55,0.26,0.57
1,0,1,51,51,0,23,23,0,0,112.67,0,0,2.20921568627451,0,"United Kingdom","1",38,0.54,0.26,0.57
2,0,2,229,114.5,0,21,13.5,0,0,497.56,0,0,2.17275109170306,0,"United Kingdom","0",7,0.16,0.53,0.57
1,0,1,260,260,0,25,26,0,0,460.4,0,0,1.77076923076923,0,"France","0",38,0.54,0.26,0.57
1,0,1,70,70,0,44,46,0,0,162.8,0,0,2.32571428571429,0,"United Kingdom","0",38,0.54,0.26,0.57
2,0,2,1964,982,0,32,16.5,0,0,3192.54,0,0,1.62552953156823,0,"United Kingdom","1",7,0.15,0.53,0.57
1,0,1,95,95,0,14,14,0,0,204.87,0,0,2.15652631578947,0,"United Kingdom","1",38,0.54,0.26,0.57
1,0,1,60,60,0,6,6,0,0,171.2,0,0,2.85333333333333,0,"United Kingdom","0",38,0.55,0.26,0.57
3,0,3,202,67.3333333333333,0,91,34.6666666666667,0,0,506.51,0,0,2.50747524752475,0,"United Kingdom","0",12,0.27,0.68,0.57
1,0,1,101,101,0,2,2,0,0,43.5,0,0,0.430693069306931,0,"United Kingdom","0",38,0.54,0.26,0.57
1,0,1,101,101,0,13,13,0,0,208.59,0,0,2.06524752475248,0,"United Kingdom","0",38,0.54,0.26,0.57
2,0,2,93,46.5,0,14,7.5,0,0,347.75,0,0,3.73924731182796,0,"United Kingdom","1",1,0.04,0.54,0.57
1,1,2,72,72,-1,40,41,1,1,357.21,-125,232.21,4.96125,125,"United Kingdom","1",2,0.07,0.54,0.72
2,0,2,300,150,0,28,14,0,0,494.44,0,0,1.64813333333333,0,"United Kingdom","0",17,0.32,0.54,0.57
2,0,2,320,160,0,26,13,0,0,429.84,0,0,1.34325,0,"United Kingdom","0",37,0.54,0.54,0.57
1,1,2,415,415,-6,39,39,2,2,576,-28.3,547.7,1.38795180722892,4.71666666666667,"United Kingdom","0",29,0.46,0.54,0.77
4,0,4,594,148.5,0,47,14.75,0,0,1839.3,0,0,3.09646464646465,0,"United Kingdom","1",3,0.08,0.77,0.57
1,1,2,498,498,-1,41,41,1,1,615.14,-5.95,609.19,1.23522088353414,5.95,"United Kingdom","0",31,0.49,0.54,0.78
6,2,8,898,149.666666666667,-6,88,15.5,1,1,1545.62,-25.5,1520.12,1.72118040089087,4.25,"United Kingdom","0",3,0.1,0.92,0.88
1,0,1,394,394,0,43,43,0,0,921.37,0,0,2.33850253807107,0,"United Kingdom","0",37,0.54,0.26,0.57
1,0,1,46,46,0,18,18,0,0,113.48,0,0,2.46695652173913,0,"United Kingdom","0",37,0.54,0.26,0.57
4,0,4,791,197.75,0,29,14.75,0,0,1362.91,0,0,1.72302149178255,0,"United Kingdom","0",3,0.09,0.77,0.57
1,0,1,161,161,0,8,8,0,0,97.5,0,0,0.605590062111801,0,"United Kingdom","0",37,0.54,0.26,0.57
1,1,2,184,184,-1,24,24,1,1,399.65,-4.95,394.7,2.17201086956522,4.95,"United Kingdom","1",31,0.49,0.54,0.75
1,0,1,37,37,0,17,17,0,0,89.94,0,0,2.43081081081081,0,"United Kingdom","0",37,0.54,0.26,0.57
1,0,1,168,168,0,9,9,0,0,176.68,0,0,1.05166666666667,0,"United Kingdom","0",37,0.54,0.26,0.57
1,0,1,556,556,0,92,93,0,0,633.58,0,0,1.13953237410072,0,"United Kingdom","1",37,0.54,0.26,0.57
3,0,3,304,101.333333333333,0,14,6.66666666666667,0,0,640.76,0,0,2.10776315789474,0,"United Kingdom","0",1,0.02,0.68,0.57
1,0,1,109,109,0,9,9,0,0,131.52,0,0,1.20660550458716,0,"United Kingdom","0",37,0.54,0.26,0.57
1,0,1,362,362,0,38,38,0,0,754.64,0,0,2.0846408839779,0,"United Kingdom","0",37,0.54,0.26,0.57
1,1,2,240,240,-72,79,87,5,5,211.49,-39.12,172.37,0.881208333333333,0.543333333333333,"United Kingdom","0",37,0.53,0.54,0.71
2,0,2,388,194,0,31,17.5,0,0,605.7,0,0,1.5610824742268,0,"United Kingdom","0",17,0.32,0.54,0.57
2,0,2,113,56.5,0,15,8,0,0,264.23,0,0,2.3383185840708,0,"Germany","1",10,0.22,0.54,0.57
2,0,2,431,215.5,0,32,17,0,0,738.7,0,0,1.7139211136891,0,"United Kingdom","0",9,0.21,0.54,0.57
1,0,1,125,125,0,51,53,0,0,190.05,0,0,1.5204,0,"United Kingdom","0",37,0.54,0.26,0.57
2,0,2,228,114,0,68,41,0,0,386.69,0,0,1.69600877192982,0,"United Kingdom","0",12,0.27,0.54,0.57
1,0,1,278,278,0,18,18,0,0,364.22,0,0,1.31014388489209,0,"United Kingdom","0",37,0.54,0.26,0.57
2,0,2,207,103.5,0,44,24,0,0,365.76,0,0,1.76695652173913,0,"United Kingdom","0",18,0.34,0.54,0.57
2,0,2,241,120.5,0,16,8,0,0,418.98,0,0,1.73850622406639,0,"United Kingdom","0",36,0.53,0.54,0.57
1,0,1,87,87,0,10,10,0,0,151.05,0,0,1.73620689655172,0,"United Kingdom","0",36,0.53,0.26,0.57
1,0,1,104,104,0,21,21,0,0,147.35,0,0,1.41682692307692,0,"United Kingdom","0",36,0.53,0.26,0.58
1,0,1,447,447,0,62,63,0,0,545.49,0,0,1.2203355704698,0,"United Kingdom","0",36,0.53,0.26,0.58
2,0,2,161,80.5,0,14,7.5,0,0,342.58,0,0,2.12782608695652,0,"United Kingdom","0",36,0.53,0.54,0.58
1,0,1,218,218,0,29,29,0,0,436.06,0,0,2.0002752293578,0,"United Kingdom","0",36,0.53,0.26,0.58
1,0,1,125,125,0,19,19,0,0,346.53,0,0,2.77224,0,"United Kingdom","1",36,0.53,0.26,0.58
2,0,2,341,170.5,0,61,42.5,0,0,847.45,0,0,2.48519061583578,0,"United Kingdom","0",11,0.25,0.54,0.58
1,0,1,316,316,0,28,28,0,0,524.14,0,0,1.65867088607595,0,"United Kingdom","0",36,0.53,0.26,0.58
5,0,5,122,24.4,0,7,2,0,0,235.86,0,0,1.93327868852459,0,"United Kingdom","0",4,0.12,0.84,0.58
2,0,2,231,115.5,0,28,18.5,0,0,326.75,0,0,1.41450216450216,0,"United Kingdom","0",1,0.04,0.54,0.58
1,0,1,111,111,0,32,32,0,0,263.92,0,0,2.37765765765766,0,"United Kingdom","0",36,0.53,0.26,0.58
1,0,1,112,112,0,25,30,0,0,183.76,0,0,1.64071428571429,0,"United Kingdom","0",36,0.53,0.26,0.58
1,1,2,336,336,-19,29,29,3,3,528.08,-33.35,494.73,1.57166666666667,1.75526315789474,"United Kingdom","1",31,0.49,0.54,0.76
1,0,1,124,124,0,12,12,0,0,309.66,0,0,2.49725806451613,0,"United Kingdom","0",36,0.53,0.26,0.58
1,1,2,136,136,-4,19,19,1,1,372.7,-17,355.7,2.74044117647059,4.25,"Spain","0",29,0.45,0.54,0.74
2,1,3,380,190,-1,28,16.5,1,1,626.45,-12.5,613.95,1.64855263157895,12.5,"United Kingdom","1",3,0.08,0.68,0.78
2,0,2,580,290,0,89,49,0,0,1071.91,0,0,1.84812068965517,0,"United Kingdom","0",10,0.22,0.54,0.58
2,0,2,287,143.5,0,59,31,0,0,334.48,0,0,1.16543554006969,0,"United Kingdom","0",7,0.16,0.54,0.58
1,0,1,183,183,0,11,11,0,0,506.88,0,0,2.76983606557377,0,"United Kingdom","0",36,0.53,0.26,0.58
2,0,2,788,394,0,28,14,0,0,378.2,0,0,0.47994923857868,0,"United Kingdom","0",36,0.53,0.54,0.58
1,0,1,13,13,0,3,3,0,0,42.45,0,0,3.26538461538462,0,"United Kingdom","0",35,0.52,0.26,0.58
1,0,1,234,234,0,14,14,0,0,352.46,0,0,1.50623931623932,0,"United Kingdom","0",35,0.52,0.26,0.58
3,1,4,584,194.666666666667,-7,55,19.6666666666667,3,3,1129.14,-24.91,1104.23,1.93345890410959,3.55857142857143,"United Kingdom","1",23,0.39,0.77,0.84
2,0,2,344,172,0,18,10,0,0,972.44,0,0,2.82686046511628,0,"United Kingdom","0",7,0.15,0.54,0.58
1,0,1,144,144,0,16,16,0,0,317.56,0,0,2.20527777777778,0,"United Kingdom","0",35,0.52,0.26,0.58
1,0,1,184,184,0,20,20,0,0,308.94,0,0,1.67902173913043,0,"United Kingdom","1",35,0.52,0.26,0.58
1,0,1,703,703,0,141,164,0,0,612.72,0,0,0.871578947368421,0,"United Kingdom","0",35,0.52,0.26,0.58
1,0,1,199,199,0,19,19,0,0,328.15,0,0,1.64899497487437,0,"United Kingdom","0",35,0.52,0.26,0.58
2,1,3,335,167.5,-6,75,39.5,1,1,430.71,-62.4,368.31,1.28570149253731,10.4,"France","0",35,0.52,0.68,0.74
1,0,1,77,77,0,24,25,0,0,107.82,0,0,1.40025974025974,0,"United Kingdom","0",35,0.52,0.26,0.58
1,1,2,279,279,-3,22,22,1,1,324.57,-8.85,315.72,1.16333333333333,2.95,"United Kingdom","0",29,0.46,0.54,0.73
1,0,1,131,131,0,25,25,0,0,190.88,0,0,1.45709923664122,0,"United Kingdom","0",35,0.52,0.27,0.58
1,0,1,156,156,0,35,36,0,0,192.33,0,0,1.23288461538462,0,"United Kingdom","0",35,0.52,0.27,0.58
2,1,3,1697,848.5,-17,135,70.5,12,12,2537.96,-91.27,2446.69,1.49555686505598,5.36882352941176,"United Kingdom","1",9,0.21,0.68,0.93
1,0,1,70,70,0,7,7,0,0,71.66,0,0,1.02371428571429,0,"United Kingdom","0",35,0.52,0.27,0.58
2,0,2,1702,851,0,146,74.5,0,0,2747.99,0,0,1.6145652173913,0,"United Kingdom","1",35,0.52,0.54,0.58
2,0,2,158,79,0,6,5.5,0,0,589.7,0,0,3.73227848101266,0,"United Kingdom","0",26,0.44,0.54,0.58
1,0,1,63,63,0,20,20,0,0,125.58,0,0,1.99333333333333,0,"United Kingdom","0",33,0.51,0.27,0.58
2,0,2,246,123,0,12,6.5,0,0,1463.04,0,0,5.94731707317073,0,"United Kingdom","0",9,0.2,0.54,0.58
2,0,2,522,261,0,71,38,0,0,746.81,0,0,1.43067049808429,0,"United Kingdom","1",19,0.36,0.54,0.58
3,1,4,401,133.666666666667,-10,134,55,7,7,769.94,-12.54,757.4,1.92004987531172,1.254,"United Kingdom","0",19,0.35,0.78,0.8
1,0,1,224,224,0,25,25,0,0,493.62,0,0,2.20366071428571,0,"United Kingdom","1",33,0.51,0.27,0.58
5,0,5,914,182.8,0,59,13.4,0,0,1521.78,0,0,1.66496717724289,0,"United Kingdom","0",12,0.26,0.84,0.58
2,0,2,162,81,0,19,10,0,0,333.48,0,0,2.05851851851852,0,"United Kingdom","0",28,0.45,0.54,0.58
1,0,1,127,127,0,58,61,0,0,281.16,0,0,2.21385826771654,0,"United Kingdom","0",33,0.51,0.27,0.58
1,0,1,129,129,0,66,66,0,0,210.31,0,0,1.63031007751938,0,"United Kingdom","0",33,0.51,0.27,0.59
1,0,1,111,111,0,62,63,0,0,230.51,0,0,2.07666666666667,0,"United Kingdom","0",33,0.51,0.27,0.59
1,1,2,843,843,-9,89,89,4,4,1524.77,-34.15,1490.62,1.80874258600237,3.79444444444445,"United Kingdom","1",8,0.17,0.54,0.88
3,0,3,597,199,0,51,18.3333333333333,0,0,961.49,0,0,1.61053601340034,0,"United Kingdom","0",1,0.03,0.68,0.59
2,0,2,158,79,0,86,46,0,0,355.73,0,0,2.25145569620253,0,"United Kingdom","0",33,0.51,0.54,0.59
2,0,2,229,114.5,0,54,28,0,0,191.99,0,0,0.838384279475983,0,"United Kingdom","0",33,0.51,0.54,0.59
1,0,1,577,577,0,39,39,0,0,671.69,0,0,1.16410745233969,0,"Sweden","0",33,0.51,0.27,0.59
1,0,1,94,94,0,26,26,0,0,134.46,0,0,1.43042553191489,0,"United Kingdom","0",33,0.51,0.27,0.59
3,0,3,311,103.666666666667,0,69,24.6666666666667,0,0,546.95,0,0,1.75868167202572,0,"United Kingdom","0",19,0.35,0.68,0.59
1,0,1,92,92,0,6,6,0,0,152.2,0,0,1.65434782608696,0,"United Kingdom","0",33,0.51,0.27,0.59
2,0,2,355,177.5,0,38,21.5,0,0,676.99,0,0,1.90701408450704,0,"United Kingdom","0",8,0.17,0.54,0.59
2,0,2,223,111.5,0,42,24.5,0,0,396.48,0,0,1.77793721973094,0,"United Kingdom","1",2,0.06,0.54,0.59
2,0,2,465,232.5,0,78,49,0,0,636.24,0,0,1.36825806451613,0,"United Kingdom","0",19,0.35,0.54,0.59
2,0,2,24,12,0,4,2,0,0,148.44,0,0,6.185,0,"United Kingdom","1",33,0.51,0.54,0.59
1,0,1,12,12,0,2,2,0,0,35.4,0,0,2.95,0,"United Kingdom","0",33,0.51,0.27,0.59
1,0,1,733,733,0,57,57,0,0,1366.91,0,0,1.86481582537517,0,"United Kingdom","0",33,0.51,0.27,0.59
1,0,1,184,184,0,66,67,0,0,361.96,0,0,1.96717391304348,0,"United Kingdom","0",33,0.51,0.27,0.59
1,0,1,2708,2708,0,131,131,0,0,6207.67,0,0,2.29234490398818,0,"Switzerland","1",33,0.5,0.27,0.59
1,0,1,130,130,0,9,9,0,0,153.16,0,0,1.17815384615385,0,"United Kingdom","1",32,0.5,0.27,0.59
1,0,1,398,398,0,19,19,0,0,712.78,0,0,1.79090452261307,0,"United Kingdom","1",32,0.5,0.27,0.59
1,0,1,333,333,0,68,74,0,0,351.44,0,0,1.05537537537538,0,"United Kingdom","0",32,0.5,0.27,0.59
1,0,1,48,48,0,4,4,0,0,45.6,0,0,0.95,0,"United Kingdom","0",32,0.5,0.27,0.59
1,0,1,265,265,0,33,33,0,0,527.05,0,0,1.9888679245283,0,"United Kingdom","0",32,0.5,0.27,0.59
1,0,1,317,317,0,28,28,0,0,568.42,0,0,1.79312302839117,0,"United Kingdom","0",32,0.5,0.27,0.59
2,0,2,114,57,0,47,30,0,0,387.44,0,0,3.39859649122807,0,"United Kingdom","0",18,0.33,0.55,0.59
1,1,2,130,130,-2,13,13,1,1,151.04,-11.5,139.54,1.16184615384615,5.75,"United Kingdom","0",21,0.36,0.55,0.71
2,0,2,457,228.5,0,32,16.5,0,0,852.15,0,0,1.86466083150985,0,"United Kingdom","0",22,0.39,0.55,0.59
2,1,3,322,161,-2,48,24,1,1,470.8,-39.9,430.9,1.46211180124224,19.95,"United Kingdom","1",24,0.41,0.68,0.75
1,0,1,136,136,0,11,11,0,0,223.88,0,0,1.64617647058824,0,"United Kingdom","0",32,0.5,0.27,0.59
1,0,1,176,176,0,8,8,0,0,180.48,0,0,1.02545454545455,0,"United Kingdom","0",31,0.48,0.27,0.59
1,0,1,317,317,0,28,28,0,0,603.75,0,0,1.90457413249211,0,"United Kingdom","0",31,0.49,0.27,0.59
1,0,1,251,251,0,56,57,0,0,491.57,0,0,1.95844621513944,0,"United Kingdom","0",31,0.49,0.27,0.59
1,0,1,288,288,0,10,10,0,0,484.8,0,0,1.68333333333333,0,"United Kingdom","0",31,0.48,0.27,0.59
1,0,1,99,99,0,53,63,0,0,201.45,0,0,2.03484848484848,0,"United Kingdom","0",31,0.49,0.27,0.59
2,1,3,811,405.5,-2,60,33,1,1,935.05,-15,920.05,1.15295930949445,7.5,"United Kingdom","1",3,0.08,0.68,0.82
1,0,1,89,89,0,24,25,0,0,114.23,0,0,1.28348314606742,0,"United Kingdom","0",31,0.49,0.27,0.59
1,0,1,576,576,0,4,4,0,0,777.6,0,0,1.35,0,"United Kingdom","0",31,0.49,0.27,0.59
1,0,1,211,211,0,40,42,0,0,428.89,0,0,2.03265402843602,0,"United Kingdom","0",31,0.49,0.27,0.59
1,1,2,351,351,-7,30,30,2,2,786.36,-88.13,698.23,2.24034188034188,12.59,"United Kingdom","1",25,0.43,0.55,0.79
1,2,3,124,124,-18,10,10,4,2.5,258.42,-84.1,174.32,2.08403225806452,4.67222222222222,"United Kingdom","0",18,0.34,0.68,0.71
2,0,2,582,291,0,31,17,0,0,574.44,0,0,0.98701030927835,0,"United Kingdom","0",24,0.42,0.55,0.59
1,0,1,108,108,0,14,14,0,0,341.44,0,0,3.16148148148148,0,"United Kingdom","0",31,0.48,0.27,0.59
1,0,1,592,592,0,42,42,0,0,1206.3,0,0,2.03766891891892,0,"United Kingdom","1",31,0.49,0.27,0.6
1,0,1,23,23,0,10,10,0,0,67.65,0,0,2.94130434782609,0,"United Kingdom","0",31,0.49,0.27,0.6
1,0,1,300,300,0,3,3,0,0,537,0,0,1.79,0,"United Kingdom","0",31,0.49,0.27,0.6
1,1,2,304,304,-16,17,17,1,1,338.55,-20,318.55,1.11365131578947,1.25,"United Kingdom","1",29,0.47,0.55,0.73
1,1,2,1402,1402,-20,24,24,4,4,2328.84,-40.71,2288.13,1.66108416547789,2.0355,"United Kingdom","0",17,0.33,0.55,0.92
1,0,1,200,200,0,26,26,0,0,481.75,0,0,2.40875,0,"United Kingdom","1",31,0.49,0.27,0.6
1,0,1,108,108,0,7,7,0,0,71,0,0,0.657407407407407,0,"United Kingdom","0",31,0.49,0.27,0.6
1,0,1,198,198,0,22,22,0,0,329.25,0,0,1.66287878787879,0,"United Kingdom","0",31,0.49,0.28,0.6
1,0,1,188,188,0,21,21,0,0,431.59,0,0,2.2956914893617,0,"United Kingdom","1",30,0.47,0.28,0.6
3,1,4,609,203,-1,40,14,1,1,789.79,-16.95,772.84,1.29686371100164,16.95,"United Kingdom","0",7,0.16,0.78,0.8
1,0,1,1031,1031,0,24,25,0,0,1764.72,0,0,1.71165858389913,0,"United Kingdom","0",30,0.48,0.28,0.6
3,1,4,362,120.666666666667,-2,35,13.3333333333333,1,1,640.37,-13.9,626.47,1.76897790055249,6.95,"United Kingdom","0",2,0.06,0.78,0.78
1,1,2,137,137,-6,15,15,3,3,188.57,-55.44,133.13,1.37642335766423,9.24,"United Kingdom","0",30,0.47,0.55,0.71
1,0,1,90,90,0,27,31,0,0,176.55,0,0,1.96166666666667,0,"United Kingdom","0",30,0.47,0.28,0.6
1,0,1,322,322,0,25,25,0,0,413.06,0,0,1.2827950310559,0,"United Kingdom","0",30,0.48,0.28,0.6
3,0,3,45,15,0,5,2,0,0,102.45,0,0,2.27666666666667,0,"United Kingdom","0",10,0.23,0.68,0.6
1,0,1,186,186,0,15,15,0,0,270.9,0,0,1.45645161290323,0,"United Kingdom","0",30,0.48,0.28,0.6
1,0,1,339,339,0,32,32,0,0,663.49,0,0,1.95719764011799,0,"United Kingdom","1",30,0.47,0.28,0.6
1,0,1,153,153,0,16,16,0,0,349.83,0,0,2.28647058823529,0,"France","0",30,0.47,0.28,0.6
1,0,1,28,28,0,22,22,0,0,112.4,0,0,4.01428571428571,0,"United Kingdom","0",30,0.48,0.28,0.6
1,0,1,127,127,0,37,37,0,0,147.59,0,0,1.16212598425197,0,"United Kingdom","0",30,0.48,0.28,0.6
1,0,1,703,703,0,43,43,0,0,1296.37,0,0,1.84405405405405,0,"United Kingdom","0",30,0.48,0.28,0.6
2,2,4,90,45,-39,6,4.5,3,3,482.05,-368.05,114,5.35611111111111,9.43717948717949,"Germany","0",18,0.33,0.78,0.7
1,0,1,58,58,0,6,6,0,0,101.7,0,0,1.75344827586207,0,"United Kingdom","0",30,0.48,0.28,0.6
1,0,1,44,44,0,5,5,0,0,125.8,0,0,2.85909090909091,0,"United Kingdom","0",30,0.47,0.28,0.6
1,0,1,268,268,0,14,14,0,0,168.12,0,0,0.627313432835821,0,"United Kingdom","0",30,0.48,0.28,0.6
1,0,1,64,64,0,5,5,0,0,76.8,0,0,1.2,0,"United Kingdom","0",30,0.47,0.28,0.6
2,0,2,210,105,0,9,4.5,0,0,163.62,0,0,0.779142857142857,0,"United Kingdom","0",5,0.14,0.55,0.6
2,0,2,1040,520,0,3,1.5,0,0,1873.2,0,0,1.80115384615385,0,"United Kingdom","0",29,0.47,0.55,0.6
1,0,1,10,10,0,1,1,0,0,20.8,0,0,2.08,0,"United Kingdom","0",30,0.48,0.28,0.6
1,1,2,88,88,-88,11,11,11,11,175.92,-175.92,0,1.99909090909091,1.99909090909091,"United Kingdom","1",17,0.33,0.55,0.6
1,0,1,376,376,0,30,30,0,0,429.84,0,0,1.1431914893617,0,"United Kingdom","0",30,0.48,0.28,0.6
2,0,2,1085,542.5,0,196,109.5,0,0,1972.39,0,0,1.81787096774194,0,"United Kingdom","1",8,0.18,0.55,0.6
3,0,3,17,5.66666666666667,0,3,1.66666666666667,0,0,1138,0,0,66.9411764705882,0,"United Kingdom","0",17,0.33,0.68,0.6
1,0,1,191,191,0,29,29,0,0,1013.01,0,0,5.30371727748691,0,"United Kingdom","0",29,0.47,0.28,0.6
1,0,1,330,330,0,14,14,0,0,266.92,0,0,0.808848484848485,0,"United Kingdom","0",29,0.47,0.28,0.6
1,0,1,338,338,0,28,28,0,0,439.66,0,0,1.30076923076923,0,"United Kingdom","0",29,0.46,0.28,0.6
1,0,1,105,105,0,5,5,0,0,91.68,0,0,0.873142857142857,0,"France","0",29,0.46,0.28,0.6
3,0,3,770,256.666666666667,0,104,35.3333333333333,0,0,735.82,0,0,0.95561038961039,0,"United Kingdom","1",22,0.39,0.68,0.6
1,0,1,46,46,0,10,10,0,0,106.1,0,0,2.30652173913043,0,"United Kingdom","0",29,0.47,0.28,0.6
1,0,1,109,109,0,24,24,0,0,197.85,0,0,1.8151376146789,0,"United Kingdom","1",29,0.47,0.28,0.6
1,0,1,106,106,0,7,7,0,0,126.14,0,0,1.19,0,"United Kingdom","0",29,0.46,0.28,0.6
1,0,1,342,342,0,19,21,0,0,288.14,0,0,0.842514619883041,0,"United Kingdom","0",29,0.47,0.28,0.61
1,0,1,210,210,0,39,41,0,0,352.98,0,0,1.68085714285714,0,"France","0",29,0.46,0.28,0.61
1,0,1,132,132,0,11,11,0,0,266.76,0,0,2.02090909090909,0,"United Kingdom","0",29,0.46,0.28,0.61
1,0,1,247,247,0,50,56,0,0,363.2,0,0,1.47044534412955,0,"United Kingdom","0",29,0.47,0.28,0.61
2,0,2,271,135.5,0,57,34,0,0,397.88,0,0,1.46819188191882,0,"France","0",26,0.43,0.55,0.61
4,0,4,376,94,0,25,7,0,0,689.1,0,0,1.83271276595745,0,"United Kingdom","0",9,0.22,0.78,0.61
3,0,3,483,161,0,37,15.6666666666667,0,0,826.13,0,0,1.71041407867495,0,"United Kingdom","1",11,0.25,0.68,0.61
1,1,2,461,461,-5,28,28,3,3,973.72,-19.35,954.37,2.11219088937093,3.87,"United Kingdom","1",21,0.36,0.55,0.82
1,0,1,191,191,0,21,21,0,0,363.95,0,0,1.90549738219895,0,"Spain","0",29,0.45,0.28,0.61
1,0,1,24,24,0,19,19,0,0,110.38,0,0,4.59916666666667,0,"United Kingdom","0",29,0.47,0.28,0.61
1,0,1,36,36,0,3,3,0,0,30.12,0,0,0.836666666666667,0,"United Kingdom","0",29,0.46,0.28,0.61
1,0,1,148,148,0,15,15,0,0,254.28,0,0,1.71810810810811,0,"Germany","0",29,0.46,0.28,0.61
1,0,1,116,116,0,6,6,0,0,197.64,0,0,1.70379310344828,0,"United Kingdom","0",28,0.45,0.28,0.61
3,0,3,360,120,0,77,31.6666666666667,0,0,652.68,0,0,1.813,0,"United Kingdom","1",17,0.32,0.68,0.61
1,0,1,58,58,0,8,8,0,0,139.1,0,0,2.39827586206897,0,"United Kingdom","0",28,0.45,0.28,0.61
1,0,1,256,256,0,69,70,0,0,229.09,0,0,0.8948828125,0,"United Kingdom","0",28,0.45,0.28,0.61
1,0,1,179,179,0,73,77,0,0,241.47,0,0,1.34899441340782,0,"United Kingdom","1",28,0.45,0.28,0.61
2,1,3,1533,766.5,-120,73,38,2,2,1239.38,-23.76,1215.62,0.808467058056099,0.198,"United Kingdom","0",0,0.01,0.69,0.85
1,0,1,213,213,0,16,19,0,0,468.91,0,0,2.20145539906103,0,"United Kingdom","0",28,0.45,0.29,0.61
1,0,1,106,106,0,17,17,0,0,184.26,0,0,1.73830188679245,0,"United Kingdom","0",28,0.45,0.29,0.61
1,0,1,138,138,0,12,12,0,0,191.04,0,0,1.38434782608696,0,"United Kingdom","1",28,0.45,0.29,0.61
1,0,1,251,251,0,72,83,0,0,399.09,0,0,1.59,0,"United Kingdom","0",28,0.45,0.29,0.61
2,0,2,251,125.5,0,58,34.5,0,0,479.91,0,0,1.91199203187251,0,"United Kingdom","0",2,0.06,0.55,0.61
1,0,1,322,322,0,18,18,0,0,343.38,0,0,1.06639751552795,0,"United Kingdom","0",28,0.45,0.29,0.61
1,0,1,66,66,0,29,30,0,0,162.22,0,0,2.45787878787879,0,"United Kingdom","0",28,0.45,0.29,0.61
1,0,1,498,498,0,33,33,0,0,491.86,0,0,0.987670682730924,0,"United Kingdom","0",28,0.45,0.29,0.61
1,1,2,466,466,-16,21,21,3,3,345.82,-26,319.82,0.742103004291846,1.625,"United Kingdom","0",21,0.36,0.55,0.73
1,1,2,192,192,-4,20,20,1,1,314.38,-16.6,297.78,1.63739583333333,4.15,"United Kingdom","1",8,0.17,0.55,0.73
1,1,2,331,331,-6,36,36,1,1,509.23,-24.9,484.33,1.53845921450151,4.15,"United Kingdom","1",21,0.37,0.55,0.76
1,0,1,357,357,0,23,23,0,0,312.91,0,0,0.876498599439776,0,"United Kingdom","0",26,0.44,0.29,0.61
1,0,1,35,35,0,4,4,0,0,107.95,0,0,3.08428571428571,0,"United Kingdom","0",26,0.44,0.29,0.61
1,0,1,141,141,0,29,30,0,0,108.81,0,0,0.771702127659574,0,"United Kingdom","0",26,0.43,0.29,0.61
1,0,1,181,181,0,11,11,0,0,175.31,0,0,0.968563535911602,0,"United Kingdom","0",26,0.44,0.29,0.61
1,0,1,433,433,0,70,81,0,0,581.58,0,0,1.34314087759815,0,"United Kingdom","1",26,0.44,0.29,0.61
2,0,2,475,237.5,0,15,10.5,0,0,922.53,0,0,1.94216842105263,0,"United Kingdom","0",9,0.21,0.55,0.61
1,0,1,154,154,0,16,17,0,0,228.91,0,0,1.48642857142857,0,"United Kingdom","0",26,0.43,0.29,0.61
2,0,2,421,210.5,0,26,15,0,0,679.44,0,0,1.61387173396675,0,"United Kingdom","0",7,0.16,0.55,0.61
1,0,1,164,164,0,27,27,0,0,164.34,0,0,1.00207317073171,0,"United Kingdom","0",26,0.44,0.29,0.61
1,0,1,1231,1231,0,121,126,0,0,615.49,0,0,0.499991876523152,0,"United Kingdom","0",26,0.44,0.29,0.61
